rank,date,company,value,industry,country,gang_rank,max_tech,tech_n,max_others,others_n,yearly_max_total
1,12-31-2020,Apple,2.256E+12,Technology,United States,1,2.256E+12,9,5.4311E+11,1,2.79911E+12
2,12-31-2020,Microsoft,1.682E+12,Technology,United States,2,2.256E+12,9,5.4311E+11,1,2.79911E+12
3,12-31-2020,Amazon,1.634E+12,Technology,United States,3,2.256E+12,9,5.4311E+11,1,2.79911E+12
4,12-31-2020,Alphabet,1.184E+12,Technology,United States,4,2.256E+12,9,5.4311E+11,1,2.79911E+12
5,12-31-2020,Facebook,7.7803E+11,Technology,United States,5,2.256E+12,5,5.4311E+11,1,2.79911E+12
6,12-31-2020,Tencent,6.9324E+11,Technology,China,6,2.256E+12,9,5.4311E+11,1,2.79911E+12
7,12-31-2020,Tesla,6.6890E+11,Technology,United States,7,2.256E+12,9,5.4311E+11,1,2.79911E+12
8,12-31-2020,Alibaba,6.4369E+11,Technology,United States,8,2.256E+12,9,5.4311E+11,1,2.79911E+12
9,12-31-2020,Berkshire Hathaway,5.4311E+11,Financial,United States,1,2.256E+12,9,5.4311E+11,1,2.79911E+12
10,12-31-2020,TSMC,4.8444E+11,Technology,Taiwan,9,2.256E+12,9,5.4311E+11,1,2.79911E+12
1,9-30-2020,Apple,1.981E+12,Technology,United States,1,1.981E+12,8,5.0947E+11,2,2.4904E+12
2,9-30-2020,Microsoft,1.592E+12,Technology,United States,2,1.981E+12,8,5.0947E+11,2,2.4904E+12
3,9-30-2020,Amazon,1.577E+12,Technology,United States,3,1.981E+12,8,5.0947E+11,2,2.4904E+12
4,9-30-2020,Alphabet,9.99957E+11,Technology,United States,4,1.981E+12,8,5.0947E+11,2,2.4904E+12
5,9-30-2020,Alibaba,7.954E+11,Technology,China,5,1.981E+12,5,5.0947E+11,2,2.4904E+12
6,9-30-2020,Facebook,7.461E+11,Technology,United States,6,1.981E+12,8,5.0947E+11,2,2.4904E+12
7,9-30-2020,Tencent,6.4679E+11,Technology,China,7,1.981E+12,8,5.0947E+11,2,2.4904E+12
8,9-30-2020,Berkshire Hathaway,5.0947E+11,Financial,United States,1,1.981E+12,8,5.0947E+11,2,2.4904E+12
9,9-30-2020,Visa,4.2551E+11,Financial,United States,2,1.981E+12,8,5.0947E+11,2,2.4904E+12
10,9-30-2020,TSMC,4.2044E+11,Technology,Taiwan,8,1.981E+12,8,5.0947E+11,2,2.4904E+12
7,6-30-2020,Alibaba,5.7974E+11,Technology,China,7,1.576E+12,7,4.3257E+11,3,2.04874E+12
6,6-30-2020,Tencent,6.2092E+11,Technology,China,6,1.576E+12,7,4.3257E+11,3,2.04874E+12
5,6-30-2020,Facebook,6.7569E+11,Technology,United States,5,1.576E+12,7,4.3257E+11,3,2.04874E+12
4,6-30-2020,Alphabet,9.797E+11,Technology,United States,4,1.576E+12,7,4.3257E+11,3,2.04874E+12
3,6-30-2020,Amazon,1.43259E+12,Technology,United States,3,1.576E+12,7,4.3257E+11,3,2.04874E+12
2,6-30-2020,Microsoft,1.551E+12,Technology,United States,2,1.576E+12,7,4.3257E+11,3,2.04874E+12
1,6-30-2020,Apple,1.576E+12,Technology,United States,1,1.576E+12,7,4.3257E+11,3,2.04874E+12
10,6-30-2020,Johnson & Johnson,3.7059E+11,Healthcare,United States,3,1.576E+12,7,4.3257E+11,3,2.04874E+12
9,6-30-2020,Visa,4.1271E+11,Financial,United States,2,1.576E+12,7,4.3257E+11,3,2.04874E+12
8,6-30-2020,Berkshire Hathaway,4.3257E+11,Financial,United States,1,1.576E+12,7,4.3257E+11,3,2.04874E+12
7,3-31-2020,Tencent,4.7166E+11,Technology,China,7,1.2E+12,7,4.4083E+11,3,1.67365E+12
6,3-31-2020,Facebook,4.7546E+11,Technology,United States,6,1.2E+12,7,4.4083E+11,3,1.67365E+12
5,3-31-2020,Alibaba,5.2174E+11,Technology,China,5,1.2E+12,7,4.4083E+11,3,1.67365E+12
4,3-31-2020,Alphabet,7.9918E+11,Technology,United States,4,1.2E+12,7,4.4083E+11,3,1.67365E+12
3,3-31-2020,Amazon,9.7059E+11,Technology,United States,3,1.2E+12,7,4.4083E+11,3,1.67365E+12
2,3-31-2020,Apple,1.113E+12,Technology,United States,2,1.2E+12,7,4.4083E+11,3,1.67365E+12
1,3-31-2020,Microsoft,1.2E+12,Technology,United States,1,1.2E+12,7,4.4083E+11,3,1.67365E+12
10,3-31-2020,Johnson & Johnson,3.457E+11,Healthcare,United States,3,1.2E+12,7,4.4083E+11,3,1.67365E+12
9,3-31-2020,Visa,3.5702E+11,Financial,United States,2,1.2E+12,7,4.4083E+11,3,1.67365E+12
8,3-31-2020,Berkshire Hathaway,4.4083E+11,Financial,United States,1,1.2E+12,7,4.4083E+11,3,1.67365E+12
8,12-31-2019,Tencent,4.6137E+11,Technology,China,7,1.305E+12,7,5.5353E+11,3,1.8957E+12
6,12-31-2019,Alibaba,5.6901E+11,Technology,China,6,1.305E+12,7,5.5353E+11,3,1.8957E+12
5,12-31-2019,Facebook,5.8532E+11,Technology,United States,5,1.305E+12,7,5.5353E+11,3,1.8957E+12
4,12-31-2019,Amazon,9.1615E+11,Technology,United States,4,1.305E+12,7,5.5353E+11,3,1.8957E+12
3,12-31-2019,Alphabet,9.2213E+11,Technology,United States,3,1.305E+12,7,5.5353E+11,3,1.8957E+12
2,12-31-2019,Microsoft,1.203E+12,Technology,United States,2,1.305E+12,7,5.5353E+11,3,1.8957E+12
1,12-31-2019,Apple,1.305E+12,Technology,United States,1,1.305E+12,7,5.5353E+11,3,1.8957E+12
10,12-31-2019,Visa,4.1679E+11,Financial,United States,3,1.305E+12,7,5.5353E+11,3,1.8957E+12
9,12-31-2019,JPMorgan Chase,4.3723E+11,Financial,United States,2,1.305E+12,7,5.5353E+11,3,1.8957E+12
7,12-31-2019,Berkshire Hathaway,5.5353E+11,Financial,United States,1,1.305E+12,7,5.5353E+11,3,1.8957E+12
8,9-30-2019,Tencent,3.9884E+11,Technology,China,7,1.062E+12,7,5.0853E+11,3,1.60194E+12
7,9-30-2019,Alibaba,4.354E+11,Technology,China,6,1.062E+12,7,5.0853E+11,3,1.60194E+12
6,9-30-2019,Facebook,5.0805E+11,Technology,United States,5,1.062E+12,7,5.0853E+11,3,1.60194E+12
4,9-30-2019,Alphabet,8.3802E+11,Technology,United States,4,1.062E+12,7,5.0853E+11,3,1.60194E+12
3,9-30-2019,Amazon,8.5868E+11,Technology,United States,3,1.062E+12,7,5.0853E+11,3,1.60194E+12
2,9-30-2019,Apple,1.012E+12,Technology,United States,2,1.062E+12,7,5.0853E+11,3,1.60194E+12
1,9-30-2019,Microsoft,1.062E+12,Technology,United States,1,1.062E+12,7,5.0853E+11,3,1.60194E+12
10,9-30-2019,JPMorgan Chase,3.7631E+11,Financial,United States,3,1.062E+12,7,5.0853E+11,3,1.60194E+12
9,9-30-2019,Visa,3.8537E+11,Financial,United States,2,1.062E+12,7,5.0853E+11,3,1.60194E+12
5,9-30-2019,Berkshire Hathaway,5.0853E+11,Financial,United States,1,1.062E+12,7,5.0853E+11,3,1.60194E+12
8,6-30-2019,Tencent,4.3208E+11,Technology,China,7,1.028E+12,7,5.211E+11,3,1.58008E+12
7,6-30-2019,Alibaba,4.3915E+11,Technology,China,6,1.028E+12,7,5.211E+11,3,1.58008E+12
5,6-30-2019,Facebook,5.5149E+11,Technology,United States,5,1.028E+12,7,5.211E+11,3,1.58008E+12
4,6-30-2019,Alphabet,7.5117E+11,Technology,United States,4,1.028E+12,7,5.211E+11,3,1.58008E+12
3,6-30-2019,Apple,9.1124E+11,Technology,United States,3,1.028E+12,7,5.211E+11,3,1.58008E+12
2,6-30-2019,Amazon,9.2854E+11,Technology,United States,2,1.028E+12,7,5.211E+11,3,1.58008E+12
1,6-30-2019,Microsoft,1.028E+12,Technology,United States,1,1.028E+12,7,5.211E+11,3,1.58008E+12
10,6-30-2019,Johnson & Johnson,3.703E+11,Healthcare,United States,3,1.028E+12,7,5.211E+11,3,1.58008E+12
9,6-30-2019,Visa,3.79271E+11,Financial,United States,2,1.028E+12,7,5.211E+11,3,1.58008E+12
6,6-30-2019,Berkshire Hathaway,5.211E+11,Financial,United States,1,1.028E+12,7,5.211E+11,3,1.58008E+12
8,3-31-2019,Tencent,4.4098E+11,Technology,China,7,9.0486E+11,7,4.9375E+11,3,1.42658E+12
7,3-31-2019,Alibaba,4.7294E+11,Technology,China,6,9.0486E+11,7,4.9375E+11,3,1.42658E+12
6,3-31-2019,Facebook,4.7573E+11,Technology,United States,5,9.0486E+11,7,4.9375E+11,3,1.42658E+12
4,3-31-2019,Alphabet,8.1816E+11,Technology,United States,4,9.0486E+11,7,4.9375E+11,3,1.42658E+12
3,3-31-2019,Amazon,8.7471E+11,Technology,United States,2,9.0486E+11,7,4.9375E+11,3,1.42658E+12
2,3-31-2019,Apple,8.3567E+11,Technology,United States,3,9.0486E+11,7,4.9375E+11,3,1.42658E+12
1,3-31-2019,Microsoft,9.0486E+11,Technology,United States,1,9.0486E+11,7,4.9375E+11,3,1.42658E+12
10,3-31-2019,Visa,3.5371E+11,Financial,United States,3,9.0486E+11,7,4.9375E+11,3,1.42658E+12
9,3-31-2019,Johnson & Johnson,3.7223E+11,Healthcare,United States,2,9.0486E+11,7,4.9375E+11,3,1.42658E+12
5,3-31-2019,Berkshire Hathaway,4.9375E+11,Financial,United States,1,9.0486E+11,7,4.9375E+11,3,1.42658E+12
8,12-31-2018,Alibaba,3.5513E+11,Technology,China,7,7.8052E+11,7,4.9959E+11,3,1.30571E+12
7,12-31-2018,Tencent,3.7511E+11,Technology,China,6,7.8052E+11,7,4.9959E+11,3,1.30571E+12
6,12-31-2018,Facebook,3.7589E+11,Technology,United States,5,7.8052E+11,7,4.9959E+11,3,1.30571E+12
4,12-31-2018,Alphabet,7.2836E+11,Technology,United States,4,7.8052E+11,7,4.9959E+11,3,1.30571E+12
3,12-31-2018,Amazon,7.359E+11,Technology,United States,3,7.8052E+11,7,4.9959E+11,3,1.30571E+12
2,12-31-2018,Apple,7.4868E+11,Technology,United States,2,7.8052E+11,7,4.9959E+11,3,1.30571E+12
1,12-31-2018,Microsoft,7.8052E+11,Technology,United States,1,7.8052E+11,7,4.9959E+11,3,1.30571E+12
10,12-31-2018,JPMorgan Chase,3.2466E+11,Financial,United States,3,7.8052E+11,7,4.9959E+11,3,1.30571E+12
9,12-31-2018,Johnson & Johnson,3.4611E+11,Healthcare,United States,2,7.8052E+11,7,4.9959E+11,3,1.30571E+12
5,12-31-2018,Berkshire Hathaway,4.9959E+11,Financial,United States,1,7.8052E+11,7,4.9959E+11,3,1.30571E+12
8,9-30-2018,Tencent,3.8808E+11,Technology,China,7,1.091E+12,7,5.2352E+11,3,1.64681E+12
7,9-30-2018,Alibaba,4.236E+11,Technology,China,6,1.091E+12,7,5.2352E+11,3,1.64681E+12
6,9-30-2018,Facebook,4.7385E+11,Technology,United States,5,1.091E+12,7,5.2352E+11,3,1.64681E+12
4,9-30-2018,Alphabet,8.3974E+11,Technology,United States,4,1.091E+12,7,5.2352E+11,3,1.64681E+12
3,9-30-2018,Microsoft,8.774E+11,Technology,United States,3,1.091E+12,7,5.2352E+11,3,1.64681E+12
2,9-30-2018,Amazon,9.7665E+11,Technology,United States,2,1.091E+12,7,5.2352E+11,3,1.64681E+12
1,9-30-2018,Apple,1.091E+12,Technology,United States,1,1.091E+12,7,5.2352E+11,3,1.64681E+12
10,9-30-2018,Johnson & Johnson,3.7065E+11,Healthcare,United States,3,1.091E+12,7,5.2352E+11,3,1.64681E+12
9,9-30-2018,JPMorgan Chase,3.7944E+11,Financial,United States,2,1.091E+12,7,5.2352E+11,3,1.64681E+12
5,9-30-2018,Berkshire Hathaway,5.2352E+11,Financial,United States,1,1.091E+12,7,5.2352E+11,3,1.64681E+12
7,6-30-2018,Alibaba,4.7604E+11,Technology,China,7,9.0984E+11,7,4.6398E+11,3,1.4013E+12
6,6-30-2018,Tencent,4.7858E+11,Technology,China,6,9.0984E+11,7,4.6398E+11,3,1.4013E+12
5,6-30-2018,Facebook,5.6248E+11,Technology,United States,5,9.0984E+11,7,4.6398E+11,3,1.4013E+12
4,6-30-2018,Microsoft,7.5764E+11,Technology,United States,4,9.0984E+11,7,4.6398E+11,3,1.4013E+12
3,6-30-2018,Alphabet,7.7484E+11,Technology,United States,3,9.0984E+11,7,4.6398E+11,3,1.4013E+12
2,6-30-2018,Amazon,8.2479E+11,Technology,United States,2,9.0984E+11,7,4.6398E+11,3,1.4013E+12
1,6-30-2018,Apple,9.0984E+11,Technology,United States,1,9.0984E+11,7,4.6398E+11,3,1.4013E+12
10,6-30-2018,Exxon Mobil,3.5027E+11,Oil & Gas,United States,3,9.0984E+11,7,4.6398E+11,3,1.4013E+12
9,6-30-2018,JPMorgan Chase,3.5478E+11,Financial,United States,2,9.0984E+11,7,4.6398E+11,3,1.4013E+12
8,6-30-2018,Berkshire Hathaway,4.6398E+11,Financial,United States,1,9.0984E+11,7,4.6398E+11,3,1.4013E+12
8,3-31-2018,Facebook,4.64189E+11,Technology,United States,7,8.51317E+11,7,4.92019E+11,3,1.3702E+12
7,3-31-2018,Alibaba,4.7093E+11,Technology,China,6,8.51317E+11,7,4.92019E+11,3,1.3702E+12
5,3-31-2018,Tencent,5.0799E+11,Technology,China,5,8.51317E+11,7,4.92019E+11,3,1.3702E+12
4,3-31-2018,Amazon,7.00672E+11,Technology,United States,4,8.51317E+11,7,4.92019E+11,3,1.3702E+12
3,3-31-2018,Microsoft,7.0276E+11,Technology,United States,3,8.51317E+11,7,4.92019E+11,3,1.3702E+12
2,3-31-2018,Alphabet,7.15404E+11,Technology,United States,2,8.51317E+11,7,4.92019E+11,3,1.3702E+12
1,3-31-2018,Apple,8.51317E+11,Technology,United States,1,8.51317E+11,7,4.92019E+11,3,1.3702E+12
10,3-31-2018,Johnson & Johnson,3.4378E+11,Healthcare,United States,3,8.51317E+11,7,4.92019E+11,3,1.3702E+12
9,3-31-2018,JPMorgan Chase,3.7741E+11,Financial,United States,2,8.51317E+11,7,4.92019E+11,3,1.3702E+12
6,3-31-2018,Berkshire Hathaway,4.92019E+11,Financial,United States,1,8.51317E+11,7,4.92019E+11,3,1.3702E+12
8,12-31-2017,Alibaba,4.40712E+11,Technology,China,7,8.6888E+11,7,4.8949E+11,3,1.38554E+12
6,12-31-2017,Tencent,4.9334E+11,Technology,China,6,8.6888E+11,7,4.8949E+11,3,1.38554E+12
5,12-31-2017,Facebook,5.1276E+11,Technology,United States,5,8.6888E+11,7,4.8949E+11,3,1.38554E+12
4,12-31-2017,Amazon,5.6354E+11,Technology,United States,4,8.6888E+11,7,4.8949E+11,3,1.38554E+12
3,12-31-2017,Microsoft,6.5991E+11,Technology,United States,3,8.6888E+11,7,4.8949E+11,3,1.38554E+12
2,12-31-2017,Alphabet,7.2704E+11,Technology,United States,2,8.6888E+11,7,4.8949E+11,3,1.38554E+12
1,12-31-2017,Apple,8.6888E+11,Technology,United States,1,8.6888E+11,7,4.8949E+11,3,1.38554E+12
10,12-31-2017,JPMorgan Chase,3.7105E+11,Financial,United States,3,8.6888E+11,7,4.8949E+11,3,1.38554E+12
9,12-31-2017,Johnson & Johnson,3.7536E+11,Healthcare,United States,2,8.6888E+11,7,4.8949E+11,3,1.38554E+12
7,12-31-2017,Berkshire Hathaway,4.8949E+11,Financial,United States,1,8.6888E+11,7,4.8949E+11,3,1.38554E+12
8,9-30-2017,Facebook,3.99946E+11,Technology,United States,7,7.91726E+11,7,4.5184E+11,3,1.26844E+12
7,9-30-2017,Tencent,4.05007E+11,Technology,China,6,7.91726E+11,7,4.5184E+11,3,1.26844E+12
6,9-30-2017,Alibaba,4.3685E+11,Technology,China,5,7.91726E+11,7,4.5184E+11,3,1.26844E+12
4,9-30-2017,Amazon,4.59435E+11,Technology,United States,4,7.91726E+11,7,4.5184E+11,3,1.26844E+12
3,9-30-2017,Microsoft,5.68965E+11,Technology,United States,3,7.91726E+11,7,4.5184E+11,3,1.26844E+12
2,9-30-2017,Alphabet,6.6455E+11,Technology,United States,2,7.91726E+11,7,4.5184E+11,3,1.26844E+12
1,9-30-2017,Apple,7.91726E+11,Technology,United States,1,7.91726E+11,7,4.5184E+11,3,1.26844E+12
10,9-30-2017,Johnson & Johnson,3.47497E+11,Healthcare,United States,3,7.91726E+11,7,4.5184E+11,3,1.26844E+12
9,9-30-2017,Exxon Mobil,3.48248E+11,Oil & Gas,United States,2,7.91726E+11,7,4.5184E+11,3,1.26844E+12
5,9-30-2017,Berkshire Hathaway,4.5184E+11,Financial,United States,1,7.91726E+11,7,4.5184E+11,3,1.26844E+12
9,6-30-2017,Tencent,3.44879E+11,Technology,China,7,7.49124E+11,7,4.1888E+11,3,1.19136E+12
8,6-30-2017,Alibaba,3.5639E+11,Technology,China,6,7.49124E+11,7,4.1888E+11,3,1.19136E+12
7,6-30-2017,Facebook,3.57176E+11,Technology,United States,5,7.49124E+11,7,4.1888E+11,3,1.19136E+12
4,6-30-2017,Amazon,4.66471E+11,Technology,United States,4,7.49124E+11,7,4.1888E+11,3,1.19136E+12
3,6-30-2017,Microsoft,5.28778E+11,Technology,United States,3,7.49124E+11,7,4.1888E+11,3,1.19136E+12
2,6-30-2017,Alphabet,6.2861E+11,Technology,United States,2,7.49124E+11,7,4.1888E+11,3,1.19136E+12
1,6-30-2017,Apple,7.49124E+11,Technology,United States,1,7.49124E+11,7,4.1888E+11,3,1.19136E+12
10,6-30-2017,Exxon Mobil,3.41947E+11,Oil & Gas,United States,3,7.49124E+11,7,4.1888E+11,3,1.19136E+12
6,6-30-2017,Johnson & Johnson,3.5731E+11,Healthcare,United States,2,7.49124E+11,7,4.1888E+11,3,1.19136E+12
5,6-30-2017,Berkshire Hathaway,4.1888E+11,Financial,United States,1,7.49124E+11,7,4.1888E+11,3,1.19136E+12
8,3-31-2017,Facebook,3.34552E+11,Technology,United States,5,7.53718E+11,5,4.1088E+11,5,1.18789E+12
4,3-31-2017,Amazon,4.23031E+11,Technology,United States,4,7.53718E+11,5,4.1088E+11,5,1.18789E+12
3,3-31-2017,Microsoft,5.08935E+11,Technology,United States,3,7.53718E+11,5,4.1088E+11,5,1.18789E+12
2,3-31-2017,Alphabet,5.7357E+11,Technology,United States,2,7.53718E+11,5,4.1088E+11,5,1.18789E+12
1,3-31-2017,Apple,7.53718E+11,Technology,United States,1,7.53718E+11,5,4.1088E+11,5,1.18789E+12
10,3-31-2017,Wells Fargo,2.78516E+11,Financial,United States,5,7.53718E+11,5,4.1088E+11,5,1.18789E+12
9,3-31-2017,JPMorgan Chase,3.13761E+11,Financial,United States,4,7.53718E+11,5,4.1088E+11,5,1.18789E+12
7,3-31-2017,Johnson & Johnson,3.37947E+11,Healthcare,United States,3,7.53718E+11,5,4.1088E+11,5,1.18789E+12
6,3-31-2017,Exxon Mobil,3.39897E+11,Oil & Gas,United States,2,7.53718E+11,5,4.1088E+11,5,1.18789E+12
5,3-31-2017,Berkshire Hathaway,4.1088E+11,Financial,United States,1,7.53718E+11,5,4.1088E+11,5,1.18789E+12
6,12-31-2016,Amazon,3.56313E+11,Technology,United States,4,6.17588E+11,4,4.0439E+11,6,1.04242E+12
3,12-31-2016,Microsoft,4.8316E+11,Technology,United States,3,6.17588E+11,4,4.0439E+11,6,1.04242E+12
2,12-31-2016,Alphabet,5.3197E+11,Technology,United States,2,6.17588E+11,4,4.0439E+11,6,1.04242E+12
1,12-31-2016,Apple,6.17588E+11,Technology,United States,1,6.17588E+11,4,4.0439E+11,6,1.04242E+12
10,12-31-2016,Wells Fargo,2.76779E+11,Financial,United States,6,6.17588E+11,4,4.0439E+11,6,1.04242E+12
9,12-31-2016,General Electric,2.79546E+11,Diverse,United States,5,6.17588E+11,4,4.0439E+11,6,1.04242E+12
8,12-31-2016,JPMorgan Chase,3.08768E+11,Financial,United States,4,6.17588E+11,4,4.0439E+11,6,1.04242E+12
7,12-31-2016,Johnson & Johnson,3.13432E+11,Healthcare,United States,3,6.17588E+11,4,4.0439E+11,6,1.04242E+12
5,12-31-2016,Exxon Mobil,3.7428E+11,Oil & Gas,United States,2,6.17588E+11,4,4.0439E+11,6,1.04242E+12
4,12-31-2016,Berkshire Hathaway,4.0439E+11,Financial,United States,1,6.17588E+11,4,4.0439E+11,6,1.04242E+12
9,9-30-2016,Tencent,2.65603E+11,Technology,China,6,6.04475E+11,6,3.58519E+11,4,9.82254E+11
8,9-30-2016,Facebook,2.97548E+11,Technology,United States,5,6.04475E+11,6,3.58519E+11,4,9.82254E+11
4,9-30-2016,Amazon,3.9303E+11,Technology,United States,4,6.04475E+11,6,3.58519E+11,4,9.82254E+11
3,9-30-2016,Microsoft,4.4729E+11,Technology,United States,3,6.04475E+11,6,3.58519E+11,4,9.82254E+11
2,9-30-2016,Alphabet,5.3566E+11,Technology,United States,2,6.04475E+11,6,3.58519E+11,4,9.82254E+11
1,9-30-2016,Apple,6.04475E+11,Technology,United States,1,6.04475E+11,6,3.58519E+11,4,9.82254E+11
10,9-30-2016,General Electric,2.61876E+11,Diverse,United States,4,6.04475E+11,6,3.58519E+11,4,9.82254E+11
7,9-30-2016,Johnson & Johnson,3.20836E+11,Healthcare,United States,3,6.04475E+11,6,3.58519E+11,4,9.82254E+11
6,9-30-2016,Berkshire Hathaway,3.583E+11,Financial,United States,2,6.04475E+11,6,3.58519E+11,4,9.82254E+11
5,9-30-2016,Exxon Mobil,3.58519E+11,Oil & Gas,United States,1,6.04475E+11,6,3.58519E+11,4,9.82254E+11
9,6-30-2016,Facebook,2.6393E+11,Technology,United States,5,5.17069E+11,5,3.83396E+11,5,9.18474E+11
6,6-30-2016,Amazon,3.37641E+11,Technology,United States,4,5.17069E+11,5,3.83396E+11,5,9.18474E+11
3,6-30-2016,Microsoft,3.97268E+11,Technology,United States,3,5.17069E+11,5,3.83396E+11,5,9.18474E+11
2,6-30-2016,Alphabet,4.7532E+11,Technology,United States,2,5.17069E+11,5,3.83396E+11,5,9.18474E+11
1,6-30-2016,Apple,5.17069E+11,Technology,United States,1,5.17069E+11,5,3.83396E+11,5,9.18474E+11
10,6-30-2016,AT&T,2.61035E+11,Telecommunications,United States,5,5.17069E+11,5,3.83396E+11,5,9.18474E+11
8,6-30-2016,General Electric,2.80927E+11,Diverse,United States,4,5.17069E+11,5,3.83396E+11,5,9.18474E+11
7,6-30-2016,Johnson & Johnson,3.28234E+11,Healthcare,United States,3,5.17069E+11,5,3.83396E+11,5,9.18474E+11
5,6-30-2016,Berkshire Hathaway,3.4586E+11,Financial,United States,2,5.17069E+11,5,3.83396E+11,5,9.18474E+11
4,6-30-2016,Exxon Mobil,3.83396E+11,Oil & Gas,United States,1,5.17069E+11,5,3.83396E+11,5,9.18474E+11
9,3-31-2016,Facebook,2.59192E+11,Technology,United States,5,6.07465E+11,5,3.50991E+11,5,9.77625E+11
8,3-31-2016,Amazon,2.81888E+11,Technology,United States,4,6.07465E+11,5,3.50991E+11,5,9.77625E+11
3,3-31-2016,Microsoft,4.39734E+11,Technology,United States,3,6.07465E+11,5,3.50991E+11,5,9.77625E+11
2,3-31-2016,Alphabet,5.3566E+11,Technology,United States,2,6.07465E+11,5,3.50991E+11,5,9.77625E+11
1,3-31-2016,Apple,6.07465E+11,Technology,United States,1,6.07465E+11,5,3.50991E+11,5,9.77625E+11
10,3-31-2016,Wells Fargo,2.46035E+11,Financial,United States,5,6.07465E+11,5,3.50991E+11,5,9.77625E+11
7,3-31-2016,General Electric,2.95546E+11,Diverse,United States,4,6.07465E+11,5,3.50991E+11,5,9.77625E+11
6,3-31-2016,Johnson & Johnson,3.00604E+11,Healthcare,United States,3,6.07465E+11,5,3.50991E+11,5,9.77625E+11
5,3-31-2016,Berkshire Hathaway,3.4974E+11,Financial,United States,2,6.07465E+11,5,3.50991E+11,5,9.77625E+11
4,3-31-2016,Exxon Mobil,3.50991E+11,Oil & Gas,United States,1,6.07465E+11,5,3.50991E+11,5,9.77625E+11
6,12-31-2015,Amazon,3.23009E+11,Technology,United States,4,5.98344E+11,4,3.25167E+11,6,9.41981E+11
3,12-31-2015,Microsoft,4.49799E+11,Technology,United States,3,5.98344E+11,4,3.25167E+11,6,9.41981E+11
2,12-31-2015,Alphabet,5.3409E+11,Technology,United States,2,5.98344E+11,4,3.25167E+11,6,9.41981E+11
1,12-31-2015,Apple,5.98344E+11,Technology,United States,1,5.98344E+11,4,3.25167E+11,6,9.41981E+11
10,12-31-2015,JPMorgan Chase,2.45126E+11,Financial,United States,6,5.98344E+11,4,3.25167E+11,6,9.41981E+11
9,12-31-2015,Wells Fargo,2.8177E+11,Financial,United States,5,5.98344E+11,4,3.25167E+11,6,9.41981E+11
8,12-31-2015,Johnson & Johnson,2.87153E+11,Healthcare,United States,4,5.98344E+11,4,3.25167E+11,6,9.41981E+11
7,12-31-2015,General Electric,3.13892E+11,Diverse,United States,3,5.98344E+11,4,3.25167E+11,6,9.41981E+11
5,12-31-2015,Exxon Mobil,3.25167E+11,Oil & Gas,United States,1,5.98344E+11,4,3.25167E+11,6,9.41981E+11
4,12-31-2015,Berkshire Hathaway,3.2375E+11,Financial,United States,2,5.98344E+11,4,3.25167E+11,6,9.41981E+11
3,9-30-2015,Microsoft,3.47432E+11,Technology,United States,3,6.21939E+11,3,3.1818E+11,7,9.58921E+11
2,9-30-2015,Google,4.0787E+11,Technology,United States,2,6.21939E+11,3,3.1818E+11,7,9.58921E+11
1,9-30-2015,Apple,6.21939E+11,Technology,United States,1,6.21939E+11,3,3.1818E+11,7,9.58921E+11
10,9-30-2015,Nestlé,2.33361E+11,Food,Switzerland,7,6.21939E+11,3,3.1818E+11,7,9.58921E+11
9,9-30-2015,Novartis,2.40373E+11,Healthcare,Switzerland,6,6.21939E+11,3,3.1818E+11,7,9.58921E+11
8,9-30-2015,China Mobile,2.43186E+11,Telecommunications,China,5,6.21939E+11,3,3.1818E+11,7,9.58921E+11
7,9-30-2015,General Electric,2.48069E+11,Diverse,United States,4,6.21939E+11,3,3.1818E+11,7,9.58921E+11
6,9-30-2015,Johnson & Johnson,2.57637E+11,Healthcare,United States,3,6.21939E+11,3,3.1818E+11,7,9.58921E+11
5,9-30-2015,Exxon Mobil,3.04245E+11,Oil & Gas,United States,2,6.21939E+11,3,3.1818E+11,7,9.58921E+11
4,9-30-2015,Berkshire Hathaway,3.1818E+11,Financial,United States,1,6.21939E+11,3,3.1818E+11,7,9.58921E+11
4,6-30-2015,Google,3.36015E+11,Technology,United States,3,7.22577E+11,3,3.47868E+11,7,1.09185E+12
2,6-30-2015,Microsoft,3.57154E+11,Technology,United States,2,7.22577E+11,3,3.47868E+11,7,1.09185E+12
1,6-30-2015,Apple,7.22577E+11,Technology,United States,1,7.22577E+11,3,3.47868E+11,7,1.09185E+12
10,6-30-2015,General Electric,2.67717E+11,Diverse,United States,7,7.22577E+11,3,3.47868E+11,7,1.09185E+12
9,6-30-2015,Johnson & Johnson,2.70261E+11,Healthcare,United States,6,7.22577E+11,3,3.47868E+11,7,1.09185E+12
8,6-30-2015,Wells Fargo,2.89591E+11,Financial,United States,5,7.22577E+11,3,3.47868E+11,7,1.09185E+12
7,6-30-2015,IC Bank of China,2.98532E+11,Financial,China,4,7.22577E+11,3,3.47868E+11,7,1.09185E+12
6,6-30-2015,PetroChina,3.19392E+11,Oil & Gas,China,3,7.22577E+11,3,3.47868E+11,7,1.09185E+12
5,6-30-2015,Berkshire Hathaway,3.36015E+11,Financial,United States,2,7.22577E+11,3,3.47868E+11,7,1.09185E+12
3,6-30-2015,Exxon Mobil,3.47868E+11,Oil & Gas,United States,1,7.22577E+11,3,3.47868E+11,7,1.09185E+12
